organisation_number,primary_sdg,primary_sdg_title,secondary_sdgs,focus_summary,sdg_confidence,overseas_engagement,engagement_confidence,tag_model
5008568,16,"Peace, Justice and Strong Institutions",3,Church ministry with Christian teaching and support for churches in Ghana.,low,funds_partners_abroad,low,claude-haiku-4-5
5008647,1,No Poverty,4; 3,Supports orphaned children and sustainable development across Africa.,low,funds_partners_abroad,low,claude-haiku-4-5
5008649,3,Good Health and Well-being,1,Provides medical treatment and family support for severely disabled children in Africa.,high,operates_directly_abroad,high,claude-haiku-4-5
5008651,4,Quality Education,1; 3,Operates schools and centers supporting education and health for children in East Africa.,high,operates_directly_abroad,high,claude-haiku-4-5
5008668,1,No Poverty,4,Supports children in Ghana and West Africa through education and poverty relief.,high,operates_directly_abroad,high,claude-haiku-4-5
5008669,16,"Peace, Justice and Strong Institutions",3; 4,Church providing Christian teaching and support services in UK and worldwide.,low,uk_fundraising_only,low,claude-haiku-4-5
5008671,4,Quality Education,1; 3,"Builds and operates school, clinic, and food station in Magburaka, Sierra Leone.",high,operates_directly_abroad,high,claude-haiku-4-5
5008697,1,No Poverty,16; 4,Funds Christian organizations doing poverty relief and health work in southern Africa.,high,funds_partners_abroad,high,claude-haiku-4-5
5008707,10,Reduced Inequalities,4; 1,Community support and social welfare services for disadvantaged communities in UK and overseas.,medium,uk_fundraising_only,low,claude-haiku-4-5
5008711,1,No Poverty,4; 6,"Supports Maasai communities in Kenya with education, water, healthcare, and income generation.",high,operates_directly_abroad,high,claude-haiku-4-5
5008719,16,"Peace, Justice and Strong Institutions",4; 1,Advances Islamic faith and provides education and poverty relief worldwide.,low,uk_fundraising_only,low,claude-haiku-4-5
5008740,3,Good Health and Well-being,4; 1,Supports health and education initiatives in India according to Hindu principles.,high,operates_directly_abroad,high,claude-haiku-4-5
5008758,4,Quality Education,8,Develops educational infrastructure and trains teachers in Malawi.,high,operates_directly_abroad,high,claude-haiku-4-5
5008759,4,Quality Education,3,Funds school development and primary healthcare in Jamaica.,high,funds_partners_abroad,high,claude-haiku-4-5
5008775,1,No Poverty,4; 3,"Provides education, food, housing, and health support to Somali orphans and communities.",high,operates_directly_abroad,high,claude-haiku-4-5
5008790,15,Life on Land,13,International conservation organization promoting environmental protection and Christian faith.,high,operates_directly_abroad,high,claude-haiku-4-5
5008793,4,Quality Education,1; 3,"Supports education, healthcare, and economic development for Chole Island in Tanzania.",high,operates_directly_abroad,high,claude-haiku-4-5
5008798,16,"Peace, Justice and Strong Institutions",4,Provides Christian leadership development and organizational training for charities.,low,uk_fundraising_only,low,claude-haiku-4-5
5008806,3,Good Health and Well-being,1; 10,"Provides health, education, and financial support to disabled people in Tanzania.",high,operates_directly_abroad,high,claude-haiku-4-5
5008807,1,No Poverty,4; 3,Raises funds for child development projects in developing countries.,high,funds_partners_abroad,high,claude-haiku-4-5
5008850,1,No Poverty,3; 4,"Provides education, healthcare, and economic support to combat poverty worldwide.",high,funds_partners_abroad,high,claude-haiku-4-5
5008851,4,Quality Education,10; 1,"Provides advice, training, and youth activities for Somali community in Manchester.",high,uk_fundraising_only,high,claude-haiku-4-5
5008876,8,Decent Work and Economic Growth,1; 17,Funds sustainable development projects for economic growth and emergency assistance.,medium,funds_partners_abroad,high,claude-haiku-4-5
5008877,4,Quality Education,16,Supports Christian mission and education in UK and overseas through network.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5008883,7,Affordable and Clean Energy,1; 8,Develops sustainable energy social enterprises and skills in African communities.,high,operates_directly_abroad,high,claude-haiku-4-5
5008887,4,Quality Education,16,"Promotes education about Jewish life, identity and culture worldwide.",medium,uk_fundraising_only,medium,claude-haiku-4-5
5008894,4,Quality Education,5; 10,Raises Islamic awareness and supports community activities in Latin America.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5008910,3,Good Health and Well-being,4; 1,Delivers healthcare and educational projects in UK and West Africa.,high,operates_directly_abroad,high,claude-haiku-4-5
5008914,12,Responsible Consumption and Production,9; 4,Donates refurbished research equipment and promotes waste recovery worldwide.,high,funds_partners_abroad,medium,claude-haiku-4-5
5008932,4,Quality Education,1; 3,"Funds school fees and teacher salaries for children in Kimilili, Kenya.",high,funds_partners_abroad,high,claude-haiku-4-5
5008941,4,Quality Education,1; 3,Constructs school facilities and provides educational equipment in Malawi.,high,operates_directly_abroad,high,claude-haiku-4-5
5008956,3,Good Health and Well-being,1; 10,Relieves distress and supports health for Zimbabwean and African communities.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5008966,4,Quality Education,16; 3,"Anglican and Methodist church providing worship, education and community support.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5008999,4,Quality Education,1; 3,"Provides orphanage shelter, medical support and education in Nigeria.",high,operates_directly_abroad,high,claude-haiku-4-5
5009001,16,"Peace, Justice and Strong Institutions",4; 1,"Advances Christian faith with community outreach, education and poverty relief.",low,uk_fundraising_only,low,claude-haiku-4-5
5009012,1,No Poverty,2; 3,"Provides food, shelter and clothing to people in need in Nigeria.",high,operates_directly_abroad,high,claude-haiku-4-5
5009013,10,Reduced Inequalities,16; 5,Monitors and opposes caste discrimination in UK and internationally.,high,operates_directly_abroad,high,claude-haiku-4-5
5009042,4,Quality Education,11,Male voice choir practicing and performing choral music publicly.,medium,uk_fundraising_only,high,claude-haiku-4-5
5009044,3,Good Health and Well-being,4; 10,Provides complementary therapy and education for health and wellness.,medium,uk_fundraising_only,high,claude-haiku-4-5
5009070,10,Reduced Inequalities,3,Provides culturally appropriate services for Asian disabled people and carers.,high,uk_fundraising_only,high,claude-haiku-4-5
5009099,4,Quality Education,1; 16,Advances Islamic education and provides free education to poor children in Pakistan.,high,operates_directly_abroad,high,claude-haiku-4-5
5009158,4,Quality Education,1; 3,"Provides education, food, housing and medical support to vulnerable children in Sierra Leone.",high,operates_directly_abroad,high,claude-haiku-4-5
5009160,4,Quality Education,1; 3,Uses dance-based activities to support vulnerable and orphaned children.,high,funds_partners_abroad,medium,claude-haiku-4-5
5009167,4,Quality Education,1; 16,"Provides education, poverty relief and Christian ministry in Chimoio, Africa.",medium,operates_directly_abroad,medium,claude-haiku-4-5
5009169,4,Quality Education,3; 10,Advances education and health in Sierra Leone; promotes social inclusion in London.,high,operates_directly_abroad,high,claude-haiku-4-5
5009218,1,No Poverty,4; 17,Raises awareness and encourages action for global poverty relief through education.,high,funds_partners_abroad,high,claude-haiku-4-5
5009239,3,Good Health and Well-being,10; 11,Operates adapted holiday facilities in Portugal for children and adults with disabilities.,high,operates_directly_abroad,high,claude-haiku-4-5
5009273,16,"Peace, Justice and Strong Institutions",3; 4,"Independent Christian church providing worship, pastoral care and gospel teaching.",medium,uk_fundraising_only,high,claude-haiku-4-5
5009292,1,No Poverty,10; 4,Provides relief to people in need in UK and overseas; advances Jewish social values.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5009304,1,No Poverty,3; 4,"Provides Christian ministry and material support for poverty, health and education.",medium,funds_partners_abroad,low,claude-haiku-4-5
5009333,4,Quality Education,1; 10,"Funds school fees, textbooks and transport for children in Grenada.",high,funds_partners_abroad,high,claude-haiku-4-5
5009337,1,No Poverty,4; 8,"Supports Ugandan NGO providing child development, education and microfinance.",high,funds_partners_abroad,high,claude-haiku-4-5
5009341,4,Quality Education,1; 8,"Advances education, training and employment for orphans and poor in Bangladesh.",high,operates_directly_abroad,high,claude-haiku-4-5
5009364,16,"Peace, Justice and Strong Institutions",,Advances Christian faith in London and worldwide.,low,funds_partners_abroad,low,claude-haiku-4-5
5009377,10,Reduced Inequalities,4; 3,Supports children with special needs including autism spectrum and disability in Nigeria.,high,operates_directly_abroad,high,claude-haiku-4-5
5009394,4,Quality Education,10; 3,Provides special education and inclusion support for learning-disabled children in Uganda.,high,operates_directly_abroad,high,claude-haiku-4-5
5009401,4,Quality Education,1; 8,"Promotes education, training and employment for poor families with Bangladeshi heritage.",high,operates_directly_abroad,high,claude-haiku-4-5
5009421,4,Quality Education,1; 10,Maintains orphanages providing education and welfare for orphaned girls in Israel.,high,operates_directly_abroad,high,claude-haiku-4-5
5009434,4,Quality Education,1; 11,Funds teacher salaries and school infrastructure at Los Pollitos school in Nicaragua.,high,funds_partners_abroad,high,claude-haiku-4-5
5009450,3,Good Health and Well-being,11; 16,Coordinates underground search and rescue for persons and animals in distress.,high,operates_directly_abroad,medium,claude-haiku-4-5
5009454,4,Quality Education,10; 11,Promotes performing arts education and cultural exchange between London and Sierra Leone.,high,funds_partners_abroad,high,claude-haiku-4-5
5009465,10,Reduced Inequalities,3; 4,"Supports animal welfare, homeless, elderly and disabled children internationally.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5009484,4,Quality Education,1; 11,Rebuilds school infrastructure and improves education in Malawi.,high,operates_directly_abroad,high,claude-haiku-4-5
5009525,4,Quality Education,3; 16,Provides psychotherapy training and trauma treatment research across continents.,high,operates_directly_abroad,high,claude-haiku-4-5
5009558,4,Quality Education,16,Supports Ukrainian Catholic University for education and Christian faith advancement.,high,operates_directly_abroad,high,claude-haiku-4-5
5009568,16,"Peace, Justice and Strong Institutions",1; 10,Supports war and persecution survivors through aid and advocates for justice.,high,operates_directly_abroad,high,claude-haiku-4-5
5009582,3,Good Health and Well-being,4; 1,"Provides health, education and poverty relief for children in South Africa.",high,operates_directly_abroad,high,claude-haiku-4-5
5009606,4,Quality Education,9; 11,Promotes study and preservation of man-made underground structures and spaces.,high,uk_fundraising_only,high,claude-haiku-4-5
5009635,1,No Poverty,4; 3,"Provides education, food, shelter and training for African children and families.",high,operates_directly_abroad,high,claude-haiku-4-5
5009639,4,Quality Education,8; 10,Advances education and training for Somali community in London and Somalia.,high,operates_directly_abroad,high,claude-haiku-4-5
5009662,3,Good Health and Well-being,1; 4,Provides care for severe childhood diseases and family support in developing countries.,high,operates_directly_abroad,high,claude-haiku-4-5
